sq; 0.297709
rl; 0.295462
at; 0.288722
tp; 0.288722
ot; 0.281981
sl; 0.278611
tu; 0.277488
fe; 0.275241
du; 0.274117
lo; 0.272994
ef; 0.271870
ej; 0.271870
ff; 0.271870
ge; 0.269624
lu; 0.256142
sm; 0.252772
rg; 0.248278
he; 0.247155
tl; 0.246031
sv; 0.243785
tc; 0.243785
eo; 0.235921
os; 0.233674
pl; 0.232550
im; 0.229180
go; 0.228057
ap; 0.219069
va; 0.216822
tq; 0.215699
ad; 0.211205
ho; 0.210082
dr; 0.206711
uf; 0.206711
li; 0.199971
mm; 0.199971
bl; 0.195477
mp; 0.194354
vi; 0.194354
bi; 0.187613
ul; 0.187613
np; 0.186490
nf; 0.184243
rm; 0.180872
nv; 0.176379
uo; 0.176379
fo; 0.171885
fi; 0.170762
tv; 0.170762
uv; 0.167391
ci; 0.165144
cr; 0.164021
ls; 0.164021
ud; 0.161774
ha; 0.159527
cl; 0.158404
id; 0.158404
uc; 0.158404
iv; 0.156157
ic; 0.155034
ab; 0.152787
ni; 0.149416
rv; 0.149416
ia; 0.148293
io; 0.148293
tm; 0.147170
ag; 0.146046
tj; 0.143799
nm; 0.141552
sn; 0.141552
eb; 0.140429
af; 0.135935
rc; 0.135935
lm; 0.132565
up; 0.132565
sf; 0.131441
pu; 0.126948
ja; 0.124701
ru; 0.119084
fr; 0.114590
rr; 0.114590
ng; 0.113467
bo; 0.112343
gr; 0.111220
ua; 0.111220
oe; 0.107849
sj; 0.107849
eh; 0.106726
rq; 0.106726
ca; 0.105603
eg; 0.105603
nq; 0.105603
rn; 0.104479
rp; 0.099985
jo; 0.097739
um; 0.097739
ip; 0.093245
op; 0.090998
vr; 0.090998
zv; 0.090998
be; 0.089875
ig; 0.089875
iq; 0.086504
tn; 0.085381
pp; 0.084257
oy; 0.082010
sb; 0.082010
ye; 0.082010
ju; 0.079764
ga; 0.078640
nj; 0.078640
sr; 0.078640
if; 0.075270
tf; 0.075270
nl; 0.071900
tb; 0.071900
cu; 0.070776
ex; 0.070776
ct; 0.069653
ol; 0.068529
pi; 0.068529
mb; 0.067406
sg; 0.067406
nu; 0.066282
ba; 0.064036
zp; 0.062912
ij; 0.060665
uj; 0.060665
lf; 0.059542
lv; 0.059542
ya; 0.059542
br; 0.058418
xd; 0.058418
xe; 0.058418
lq; 0.055048
nh; 0.055048
gn; 0.053925
cc; 0.052801
ze; 0.051678
nr; 0.050554
aq; 0.049431
ln; 0.048308
oc; 0.047184
ld; 0.046061
ub; 0.046061
zd; 0.046061
zm; 0.046061
ib; 0.044937
ob; 0.042690
ds; 0.041567
ah; 0.039320
sh; 0.039320
xp; 0.039320
ps; 0.038197
lh; 0.037073
lp; 0.037073
rj; 0.035950
fu; 0.034826
nb; 0.033703
gu; 0.032580
hu; 0.032580
pt; 0.032580
sy; 0.032580
xc; 0.032580
th; 0.031456
uu; 0.031456
xm; 0.031456
xq; 0.031456
xt; 0.030333
aj; 0.029209
gl; 0.029209
rf; 0.029209
zl; 0.029209
ii; 0.028086
uq; 0.028086
hi; 0.026962
of; 0.026962
ix; 0.025839
vu; 0.025839
za; 0.025839
fl; 0.024715
dh; 0.023592
pd; 0.023592
ay; 0.022469
rb; 0.022469
zc; 0.022469
zq; 0.022469
zt; 0.022469
hy; 0.021345
ny; 0.021345
ug; 0.021345
xs; 0.021345
dd; 0.019098
ae; 0.017975
tg; 0.017975
xa; 0.017975
ym; 0.017975
yp; 0.017975
dm; 0.016851
lc; 0.016851
lt; 0.016851
ly; 0.015728
oq; 0.015728
xv; 0.015728
ys; 0.015728
zs; 0.015728
mn; 0.014605
od; 0.014605
xi; 0.014605
xj; 0.014605
zj; 0.014605
ao; 0.013481
cd; 0.013481
cq; 0.013481
gi; 0.013481
bs; 0.012358
bu; 0.012358
cm; 0.012358
my; 0.012358
xo; 0.012358
pc; 0.011234
xr; 0.011234
zf; 0.011234
dp; 0.010111
mu; 0.010111
xf; 0.010111
xl; 0.010111
cv; 0.008987
jy; 0.008987
lj; 0.008987
ph; 0.008987
uh; 0.008987
uy; 0.008987
xb; 0.008987
yr; 0.008987
zb; 0.008987
zo; 0.008987
dc; 0.007864
gt; 0.007864
hm; 0.007864
lb; 0.007864
yv; 0.007864
zn; 0.007864
dv; 0.006741
lg; 0.006741
lr; 0.006741
nz; 0.006741
rh; 0.006741
yo; 0.006741
dt; 0.005617
fs; 0.005617
ty; 0.005617
xg; 0.005617
yc; 0.005617
yf; 0.005617
zu; 0.005617
ax; 0.004494
cj; 0.004494
cs; 0.004494
dj; 0.004494
dq; 0.004494
dy; 0.004494
ht; 0.004494
og; 0.004494
yd; 0.004494
yt; 0.004494
zr; 0.004494
cb; 0.003370
cp; 0.003370
dl; 0.003370
dn; 0.003370
ey; 0.003370
gd; 0.003370
gq; 0.003370
hd; 0.003370
hj; 0.003370
hl; 0.003370
hv; 0.003370
ji; 0.003370
md; 0.003370
oh; 0.003370
pf; 0.003370
pv; 0.003370
yl; 0.003370
zi; 0.003370
aa; 0.002247
bj; 0.002247
cg; 0.002247
cn; 0.002247
fd; 0.002247
hc; 0.002247
hn; 0.002247
hr; 0.002247
hs; 0.002247
ih; 0.002247
iz; 0.002247
oj; 0.002247
pb; 0.002247
pm; 0.002247
rz; 0.002247
vs; 0.002247
xu; 0.002247
zg; 0.002247
bh; 0.001123
bt; 0.001123
by; 0.001123
cf; 0.001123
cz; 0.001123
db; 0.001123
df; 0.001123
dz; 0.001123
fv; 0.001123
gs; 0.001123
hp; 0.001123
hq; 0.001123
iu; 0.001123
mc; 0.001123
ml; 0.001123
ms; 0.001123
pn; 0.001123
qa; 0.001123
ry; 0.001123
sz; 0.001123
uz; 0.001123
vd; 0.001123
vm; 0.001123
vt; 0.001123
vv; 0.001123
xh; 0.001123
xn; 0.001123
xy; 0.001123
yb; 0.001123
yg; 0.001123
yh; 0.001123
zy; 0.001123
ous; 0.952681
vou; 0.833595
eee; 0.731362
que; 0.670696
sse; 0.670696
eet; 0.668449
eed; 0.632499
ees; 0.615647
nne; 0.586438
eev; 0.574080
eem; 0.569586
eea; 0.553858
eel; 0.553858
eep; 0.537006
eec; 0.520155
ssd; 0.494315
lle; 0.489822
ent; 0.474093
our; 0.472970
tre; 0.472970
ais; 0.457242
evo; 0.446007
ere; 0.425785
ttd; 0.410057
ire; 0.407810
een; 0.397699
est; 0.393205
eur; 0.388712
tou; 0.376354
ssa; 0.360626
les; 0.359502
ien; 0.351638
equ; 0.347144
tte; 0.343774
eeq; 0.337033
pou; 0.337033
ssp; 0.326922
ait; 0.325799
eme; 0.317935
ant; 0.306700
ede; 0.302206
son; 0.301083
nte; 0.298836
out; 0.298836
squ; 0.297713
mon; 0.295466
par; 0.290972
ont; 0.289849
ttp; 0.288725
rai; 0.279738
ssl; 0.278614
ssc; 0.265133
ema; 0.262886
nna; 0.260639
ons; 0.260639
eej; 0.259516
ine; 0.252775
ssm; 0.251651
fai; 0.249405
sss; 0.247158
ttl; 0.246034
sde; 0.243787
ssv; 0.243787
ttc; 0.242664
ssq; 0.239294
mme; 0.238170
rrl; 0.235923
eeo; 0.233676
oin; 0.232553
sso; 0.231429
con; 0.229183
mai; 0.228059
rrd; 0.228059
des; 0.224689
ele; 0.224689
tta; 0.223565
org; 0.222442
int; 0.220195
tqu; 0.215701
ttq; 0.215701
eux; 0.213454
qui; 0.213454
rgo; 0.213454
gon; 0.212331
men; 0.212331
eef; 0.211207
oir; 0.208961
voi; 0.208961
ete; 0.207837
rre; 0.207837
ces; 0.206714
onn; 0.204467
nnd; 0.203343
ans; 0.202220
art; 0.199973
ret; 0.199973
nnc; 0.198850
ell; 0.197726
epo; 0.196603
tde; 0.196603
ela; 0.195479
ieu; 0.192109
eil; 0.189862
ort; 0.188739
pre; 0.188739
ssi; 0.188739
eei; 0.187615
lla; 0.187615
res; 0.187615
nde; 0.186492
nnp; 0.186492
set; 0.186492
eco; 0.185368
pas; 0.185368
tes; 0.184245
aut; 0.183121
end; 0.183121
svo; 0.183121
rin; 0.181998
tts; 0.181998
rde; 0.180874
don; 0.178628
dor; 0.178628
ene; 0.178628
ari; 0.177504
uff; 0.177504
ave; 0.176381
ori; 0.176381
eso; 0.175257
bie; 0.173010
ite; 0.171887
ttv; 0.170763
che; 0.169640
ame; 0.167393
ren; 0.167393
ece; 0.165146
emo; 0.165146
sen; 0.165146
air; 0.164023
ffe; 0.162899
ten; 0.162899
eje; 0.161776
mar; 0.159529
per; 0.159529
vot; 0.158406
nce; 0.157282
otr; 0.157282
omm; 0.155035
une; 0.155035
eer; 0.153912
poi; 0.153912
ler; 0.152788
rie; 0.152788
ses; 0.152788
ter; 0.152788
dre; 0.151665
rle; 0.150542
rtu; 0.148295
sst; 0.148295
dam; 0.147171
ser; 0.147171
ttm; 0.147171
ble; 0.144924
cce; 0.144924
ndr; 0.143801
ttj; 0.143801
ute; 0.143801
nnm; 0.141554
sle; 0.141554
ssn; 0.141554
sou; 0.140431
ttt; 0.140431
aam; 0.139307
moi; 0.138184
nnv; 0.138184
aac; 0.137060
lai; 0.137060
nns; 0.137060
eau; 0.135937
aap; 0.134813
tar; 0.134813
uil; 0.134813
ens; 0.133690
uui; 0.133690
rra; 0.132566
com; 0.131443
ian; 0.130320
tvo; 0.130320
urs; 0.130320
epa; 0.128073
iid; 0.128073
ria; 0.128073
ssf; 0.128073
aav; 0.126949
ale; 0.126949
edo; 0.126949
tuf; 0.126949
ann; 0.125826
tto; 0.125826
ain; 0.124702
cou; 0.124702
avo; 0.123579
epe; 0.123579
ess; 0.121332
nco; 0.121332
sce; 0.121332
esa; 0.120209
eeu; 0.119085
tce; 0.119085
and; 0.117962
nou; 0.117962
ddu; 0.116838
mes; 0.116838
nse; 0.116838
oit; 0.116838
ttr; 0.116838
ure; 0.116838
dun; 0.115715
eeb; 0.115715
ese; 0.115715
ins; 0.115715
nsi; 0.115715
san; 0.114591
etr; 0.113468
llo; 0.113468
ssu; 0.113468
uis; 0.113468
edi; 0.112344
ett; 0.112344
ion; 0.112344
rrs; 0.112344
sco; 0.112344
ver; 0.112344
eun; 0.111221
ise; 0.111221
tra; 0.111221
ill; 0.110098
peu; 0.110098
tet; 0.110098
eto; 0.108974
ier; 0.108974
lon; 0.108974
lui; 0.108974
rrv; 0.108974
tpo; 0.108974
rrm; 0.107851
ssj; 0.107851
uuo; 0.107851
aad; 0.106727
age; 0.106727
ntr; 0.106727
rqu; 0.106727
tle; 0.106727
eut; 0.105604
sdo; 0.105604
sie; 0.105604
veu; 0.105604
cha; 0.104480
ean; 0.104480
nqu; 0.104480
ose; 0.104480
ouv; 0.104480
rvo; 0.104480
tro; 0.104480
dan; 0.103357
eno; 0.103357
eve; 0.103357
iim; 0.103357
pri; 0.103357
uel; 0.103357
cle; 0.102233
mir; 0.102233
ran; 0.101110
ass; 0.099987
ech; 0.099987
eta; 0.099987
oeu; 0.099987
sai; 0.099987
spo; 0.099987
ein; 0.098863
nnf; 0.098863
tje; 0.098863
uon; 0.098863
aaf; 0.097740
efa; 0.097740
sur; 0.097740
eeh; 0.096616
eri; 0.096616
plu; 0.096616
aal; 0.095493
ime; 0.095493
nnn; 0.095493
tpa; 0.095493
aas; 0.094369
ama; 0.094369
fau; 0.094369
nes; 0.094369
rrc; 0.094369
sor; 0.094369
era; 0.093246
spa; 0.093246
tti; 0.092122
vec; 0.092122
eor; 0.090999
mis; 0.090999
nnq; 0.090999
rte; 0.090999
soi; 0.090999
zzv; 0.090999
cet; 0.089876
enc; 0.089876
iss; 0.089876
elm; 0.088752
iiv; 0.088752
lmi; 0.088752
val; 0.088752
aat; 0.087629
ami; 0.087629
dda; 0.087629
gra; 0.087629
rer; 0.087629
rrq; 0.087629
ace; 0.086505
dis; 0.086505
emp; 0.086505
epr; 0.086505
iqu; 0.086505
leu; 0.086505
lus; 0.086505
ois; 0.086505
sma; 0.086505
uud; 0.086505
dou; 0.085382
ils; 0.085382
nno; 0.085382
ttn; 0.085382
use; 0.085382
nnt; 0.084258
rit; 0.084258
for; 0.083135
iil; 0.083135
jou; 0.083135
ond; 0.083135
cho; 0.082011
nvo; 0.082011
ssb; 0.082011
zvo; 0.082011
ada; 0.080888
are; 0.080888
dde; 0.080888
iip; 0.080888
vie; 0.080888
non; 0.079765
rez; 0.079765
tie; 0.079765
ach; 0.078641
lea; 0.078641
npe; 0.078641
roi; 0.078641
ssr; 0.078641
uua; 0.078641
nai; 0.077518
spr; 0.077518
tem; 0.077518
uve; 0.077518
cen; 0.076394
cie; 0.076394
coe; 0.076394
jja; 0.076394
rop; 0.076394
rrp; 0.076394
ven; 0.076394
esu; 0.075271
ttf; 0.075271
ide; 0.074147
net; 0.074147
sil; 0.074147
ste; 0.074147
ude; 0.074147
utr; 0.074147
abl; 0.073024
ard; 0.073024
rce; 0.073024
sfa; 0.073024
amo; 0.071900
die; 0.071900
iel; 0.071900
mad; 0.071900
rou; 0.071900
ttb; 0.071900
sje; 0.070777
sui; 0.070777
tan; 0.070777
ule; 0.070777
iis; 0.069654
ner; 0.069654
oul; 0.069654
smo; 0.069654
nnl; 0.068530
pro; 0.068530
quo; 0.068530
sav; 0.068530
til; 0.068530
tio; 0.068530
uoi; 0.068530
bon; 0.067407
ert; 0.067407
uue; 0.067407
ecl; 0.066283
hom; 0.066283
rne; 0.066283
rru; 0.066283
sau; 0.066283
sme; 0.066283
cro; 0.065160
eva; 0.065160
hos; 0.065160
iiq; 0.065160
mer; 0.065160
oui; 0.065160
por; 0.065160
rme; 0.065160
rrt; 0.065160
ssg; 0.065160
uum; 0.065160
aco; 0.064036
cel; 0.064036
ivo; 0.064036
nfi; 0.064036
ouc; 0.064036
pla; 0.064036
pos; 0.064036
sun; 0.064036
vos; 0.064036
dev; 0.062913
iez; 0.062913
nen; 0.062913
run; 0.062913
tai; 0.062913
ttu; 0.062913
zzp; 0.062913
eeg; 0.061789
tla; 0.061789
tun; 0.061789
aux; 0.060666
eda; 0.060666
eon; 0.060666
gen; 0.060666
iij; 0.060666
pui; 0.060666
rla; 0.060666
tir; 0.060666
arl; 0.059543
aur; 0.059543
dir; 0.059543
dit; 0.059543
eav; 0.059543
llf; 0.059543
llv; 0.059543
rem; 0.059543
rep; 0.059543
rro; 0.059543
sla; 0.059543
uuc; 0.059543
all; 0.058419
anc; 0.058419
ers; 0.058419
esi; 0.058419
iso; 0.058419
jus; 0.058419
mie; 0.058419
nnj; 0.058419
sez; 0.058419
tel; 0.058419
xxd; 0.058419
lfa; 0.057296
lls; 0.057296
nso; 0.057296
sem; 0.057296
sne; 0.057296
tco; 0.057296
ecr; 0.056172
eou; 0.056172
itr; 0.056172
nel; 0.056172
nts; 0.056172
ato; 0.055049
evi; 0.055049
fil; 0.055049
fre; 0.055049
len; 0.055049
lqu; 0.055049
omp; 0.055049
oux; 0.055049
uit; 0.055049
ade; 0.053925
app; 0.053925
cor; 0.053925
fer; 0.053925
iic; 0.053925
lli; 0.053925
nti; 0.053925
vai; 0.053925
aar; 0.052802
epu; 0.052802
rti; 0.052802
sto; 0.052802
uup; 0.052802
ern; 0.051678
ffr; 0.051678
jai; 0.051678
man; 0.051678
nge; 0.051678
nni; 0.051678
rto; 0.051678
ava; 0.050555
ndo; 0.050555
nnh; 0.050555
ome; 0.050555
rmo; 0.050555
rso; 0.050555
aqu; 0.049432
att; 0.049432
dem; 0.049432
deu; 0.049432
ici; 0.049432
loi; 0.049432
ndi; 0.049432
rir; 0.049432
sdi; 0.049432
eci; 0.048308
enf; 0.048308
fin; 0.048308
ice; 0.048308
lez; 0.048308
lln; 0.048308
nmo; 0.048308
oup; 0.048308
rdo; 0.048308
ris; 0.048308
spl; 0.048308
sre; 0.048308
tdo; 0.048308
tma; 0.048308
tso; 0.048308
ura; 0.048308
vez; 0.048308
doi; 0.047185
ebi; 0.047185
eni; 0.047185
eti; 0.047185
hon; 0.047185
iin; 0.047185
nma; 0.047185
nta; 0.047185
ati; 0.046061
efe; 0.046061
lld; 0.046061
met; 0.046061
rec; 0.046061
uss; 0.046061
uun; 0.046061
zzd; 0.046061
zzm; 0.046061
ala; 0.044938
cla; 0.044938
her; 0.044938
imp; 0.044938
mou; 0.044938
rta; 0.044938
van; 0.044938
den; 0.043814
elu; 0.043814
epl; 0.043814
esp; 0.043814
ile; 0.043814
jje; 0.043814
mem; 0.043814
nda; 0.043814
sei; 0.043814
tbi; 0.043814
vre; 0.043814
apr; 0.042691
cre; 0.042691
cri; 0.042691
emb; 0.042691
ije; 0.042691
llm; 0.042691
med; 0.042691
onc; 0.042691
ouf; 0.042691
sch; 0.042691
sta; 0.042691
uch; 0.042691
ger; 0.041567
nfa; 0.041567
nir; 0.041567
nnr; 0.041567
ore; 0.041567
rac; 0.041567
rom; 0.041567
vra; 0.041567
efo; 0.040444
elq; 0.040444
ign; 0.040444
lie; 0.040444
mma; 0.040444
mpl; 0.040444
nve; 0.040444
ord; 0.040444
oye; 0.040444
sin; 0.040444
spe; 0.040444
str; 0.040444
ton; 0.040444
uus; 0.040444
uut; 0.040444
aab; 0.039321
det; 0.039321
heu; 0.039321
iit; 0.039321
ila; 0.039321
isc; 0.039321
isi; 0.039321
mbl; 0.039321
ole; 0.039321
tmo; 0.039321
uci; 0.039321
ujo; 0.039321
uul; 0.039321
uvo; 0.039321
aan; 0.038197
gar; 0.038197
iif; 0.038197
nje; 0.038197
pen; 0.038197
rav; 0.038197
tfa; 0.038197
tne; 0.038197
tsa; 0.038197
xde; 0.038197
avi; 0.037074
bea; 0.037074
ehe; 0.037074
ido; 0.037074
ima; 0.037074
llp; 0.037074
nle; 0.037074
oya; 0.037074
rma; 0.037074
sge; 0.037074
sno; 0.037074
ang; 0.035950
aso; 0.035950
cer; 0.035950
ega; 0.035950
eho; 0.035950
erv; 0.035950
eul; 0.035950
lat; 0.035950
rrj; 0.035950
sbi; 0.035950
ssh; 0.035950
tez; 0.035950
tme; 0.035950
cun; 0.034827
eus; 0.034827
foi; 0.034827
fon; 0.034827
hez; 0.034827
jam; 0.034827
lem; 0.034827
mpo; 0.034827
nch; 0.034827
reu; 0.034827
rev; 0.034827
seu; 0.034827
tau; 0.034827
tdu; 0.034827
umo; 0.034827
ust; 0.034827
uuv; 0.034827
xxe; 0.034827
abo; 0.033703
acc; 0.033703
aff; 0.033703
apa; 0.033703
ate; 0.033703
aus; 0.033703
edu; 0.033703
its; 0.033703
mal; 0.033703
mot; 0.033703
nnb; 0.033703
npa; 0.033703
sec; 0.033703
tse; 0.033703
yez; 0.033703
aaq; 0.032580
der; 0.032580
ebo; 0.032580
emm; 0.032580
esc; 0.032580
gne; 0.032580
iie; 0.032580
jen; 0.032580
lam; 0.032580
lin; 0.032580
llh; 0.032580
lor; 0.032580
loy; 0.032580
nam; 0.032580
nfr; 0.032580
pie; 0.032580
rel; 0.032580
egr; 0.031456
emi; 0.031456
ira; 0.031456
isa; 0.031456
lan; 0.031456
lvo; 0.031456
rri; 0.031456
sir; 0.031456
ssy; 0.031456
sti; 0.031456
ues; 0.031456
uuu; 0.031456
xqu; 0.031456
xxm; 0.031456
adi; 0.030333
fac; 0.030333
gue; 0.030333
har; 0.030333
iio; 0.030333
ind; 0.030333
ipo; 0.030333
nds; 0.030333
nez; 0.030333
nre; 0.030333
rlo; 0.030333
ron; 0.030333
rrn; 0.030333
uen; 0.030333
uer; 0.030333
uto; 0.030333
xxq; 0.030333
act; 0.029210
afa; 0.029210
auc; 0.029210
dep; 0.029210
ffa; 0.029210
fie; 0.029210
fri; 0.029210
han; 0.029210
inc; 0.029210
lau; 0.029210
nor; 0.029210
sac; 0.029210
sag; 0.029210
tor; 0.029210
udr; 0.029210
urr; 0.029210
usq; 0.029210
zzl; 0.029210
arm; 0.028086
bli; 0.028086
dau; 0.028086
ddo; 0.028086
iti; 0.028086
ive; 0.028086
lar; 0.028086
mps; 0.028086
nnu; 0.028086
ong; 0.028086
pec; 0.028086
rsa; 0.028086
scr; 0.028086
tac; 0.028086
tpr; 0.028086
uqu; 0.028086
zel; 0.028086
aim; 0.026963
dra; 0.026963
eff; 0.026963
fen; 0.026963
hai; 0.026963
iet; 0.026963
ipa; 0.026963
jet; 0.026963
mpe; 0.026963
nau; 0.026963
ndu; 0.026963
nie; 0.026963
npo; 0.026963
nvi; 0.026963
ouj; 0.026963
rat; 0.026963
ril; 0.026963
rse; 0.026963
tda; 0.026963
tpl; 0.026963
uuf; 0.026963
uuq; 0.026963
vis; 0.026963
afi; 0.025839
ape; 0.025839
bou; 0.025839
cte; 0.025839
cti; 0.025839
efi; 0.025839
fem; 0.025839
ges; 0.025839
ivr; 0.025839
npr; 0.025839
ple; 0.025839
qua; 0.025839
rpr; 0.025839
sho; 0.025839
svi; 0.025839
teu; 0.025839
zpa; 0.025839
zza; 0.025839
zze; 0.025839
aaj; 0.024716
ara; 0.024716
arr; 0.024716
ceu; 0.024716
def; 0.024716
eam; 0.024716
eba; 0.024716
eca; 0.024716
env; 0.024716
err; 0.024716
ige; 0.024716
imo; 0.024716
let; 0.024716
lig; 0.024716
lll; 0.024716
min; 0.024716
nme; 0.024716
nsu; 0.024716
oie; 0.024716
onf; 0.024716
oue; 0.024716
rpo; 0.024716
sda; 0.024716
sio; 0.024716
tab; 0.024716
tot; 0.024716
tri; 0.024716
uau; 0.024716
ubl; 0.024716
uce; 0.024716
uco; 0.024716
ulo; 0.024716
uma; 0.024716
upa; 0.024716
uvr; 0.024716
yal; 0.024716
zpo; 0.024716
ccl; 0.023592
ddh; 0.023592
eli; 0.023592
erm; 0.023592
exe; 0.023592
ita; 0.023592
lac; 0.023592
lde; 0.023592
lse; 0.023592
neu; 0.023592
nfo; 0.023592
nho; 0.023592
pli; 0.023592
ppd; 0.023592
ppo; 0.023592
rch; 0.023592
rei; 0.023592
rim; 0.023592
rsu; 0.023592
tim; 0.023592
xxp; 0.023592
yeu; 0.023592
apo; 0.022469
asa; 0.022469
auv; 0.022469
del; 0.022469
eat; 0.022469
ect; 0.022469
ifa; 0.022469
lut; 0.022469
ncr; 0.022469
nng; 0.022469
not; 0.022469
obl; 0.022469
off; 0.022469
oil; 0.022469
oud; 0.022469
plo; 0.022469
pon; 0.022469
ppa; 0.022469
reg; 0.022469
rmi; 0.022469
rpa; 0.022469
sel; 0.022469
sfo; 0.022469
tin; 0.022469
tno; 0.022469
tsi; 0.022469
uri; 0.022469
voy; 0.022469
zmo; 0.022469
zqu; 0.022469
zzc; 0.022469
zzq; 0.022469
zzt; 0.022469
aie; 0.021345
ase; 0.021345
aud; 0.021345
car; 0.021345
dec; 0.021345
dez; 0.021345
eal; 0.021345
elo; 0.021345
enn; 0.021345
mmo; 0.021345
nju; 0.021345
nny; 0.021345
nsa; 0.021345
nva; 0.021345
ors; 0.021345
ote; 0.021345
ots; 0.021345
rje; 0.021345
sal; 0.021345
sca; 0.021345
tdi; 0.021345
tfo; 0.021345
tit; 0.021345
uiv; 0.021345
ume; 0.021345
xxc; 0.021345
xxs; 0.021345
atr; 0.020222
bru; 0.020222
efu; 0.020222
hau; 0.020222
ior; 0.020222
nil; 0.020222
nul; 0.020222
opo; 0.020222
orr; 0.020222
rco; 0.020222
rdu; 0.020222
rui; 0.020222
sdu; 0.020222
sfe; 0.020222
sgr; 0.020222
sye; 0.020222
uje; 0.020222
aag; 0.019099
afo; 0.019099
alu; 0.019099
ata; 0.019099
bla; 0.019099
bra; 0.019099
cas; 0.019099
ccu; 0.019099
ddd; 0.019099
ddi; 0.019099
dui; 0.019099
eah; 0.019099
eai; 0.019099
eha; 0.019099
ena; 0.019099
ero; 0.019099
ets; 0.019099
hum; 0.019099
idi; 0.019099
ifi; 0.019099
ito; 0.019099
lic; 0.019099
llu; 0.019099
lne; 0.019099
lou; 0.019099
ngr; 0.019099
nom; 0.019099
omb; 0.019099
ppr; 0.019099
ras; 0.019099
rts; 0.019099
sat; 0.019099
stu; 0.019099
sus; 0.019099
tat; 0.019099
tsu; 0.019099
tur; 0.019099
usa; 0.019099
zde; 0.019099
aae; 0.017975
acl; 0.017975
ado; 0.017975
afe; 0.017975
bat; 0.017975
cco; 0.017975
cea; 0.017975
dro; 0.017975
eja; 0.017975
ejo; 0.017975
fra; 0.017975
glo; 0.017975
ibl; 0.017975
ipe; 0.017975
mpt; 0.017975
nag; 0.017975
nga; 0.017975
rau; 0.017975
red; 0.017975
rge; 0.017975
rno; 0.017975
rve; 0.017975
see; 0.017975
tcr; 0.017975
tif; 0.017975
ttg; 0.017975
tth; 0.017975
uan; 0.017975
uir; 0.017975
urp; 0.017975
uva; 0.017975
vit; 0.017975
xet; 0.017975
zma; 0.017975
ear; 0.016852
els; 0.016852
epi; 0.016852
erc; 0.016852
fou; 0.016852
ies; 0.016852
iib; 0.016852
ist; 0.016852
lav; 0.016852
lho; 0.016852
mor; 0.016852
nav; 0.016852
nto; 0.016852
oub; 0.016852
ror; 0.016852
sol; 0.016852
sve; 0.016852
tag; 0.016852
tpe; 0.016852
ucu; 0.016852
ula; 0.016852
uub; 0.016852
uuj; 0.016852
xem; 0.016852
ail; 0.015728
arg; 0.015728
aro; 0.015728
bor; 0.015728
cus; 0.015728
dav; 0.015728
egl; 0.015728
exp; 0.015728
ext; 0.015728
gag; 0.015728
iir; 0.015728
llc; 0.015728
nem; 0.015728
nin; 0.015728
nos; 0.015728
oqu; 0.015728
pde; 0.015728
pei; 0.015728
pir; 0.015728
rda; 0.015728
rol; 0.015728
roy; 0.015728
rrr; 0.015728
sar; 0.015728
tve; 0.015728
upe; 0.015728
upo; 0.015728
viv; 0.015728
xtr; 0.015728
xxv; 0.015728
yan; 0.015728
zzs; 0.015728
abi; 0.014605
acr; 0.014605
